51302546856,bfe,94,175
51302565485,fga,113,96
51302569247,dfg,25,260
51302581000,afc,194,222
51302585923,cgf,265,212
51302602522,gbc,250,196
51302654796,bef,3,280
51302667587,bgg,154,84
51302689203,cge,90,200
51302761514,gde,35,145
51302773448,aca,195,122
51302781602,bea,2,193
51302808407,ecf,261,52
51302821114,efd,4,237
51302853593,fac,35,38
51302859872,eea,128,172
51302908745,ccg,189,262
51302953186,gge,61,118
51302967349,gdc,137,157
51303016761,dfb,125,179
51303025612,ddb,188,42
51303039087,gfc,126,142
51303047746,bcc,4,184
51303063040,eeg,276,208
51303146462,ffg,109,215
51303176888,ace,53,41
51303194773,dcc,169,234
51303224157,gdd,184,192
51303244411,bfg,284,191
51303323753,ffa,19,18
51303359163,dgf,134,203
51303407612,edf,27,59
51303483071,ggf,65,121
51303483724,cbc,12,272
51303486068,gga,57,264
51303488169,dba,87,103
51303517142,efb,275,246
51303518262,bea,60,210
51303530584,gcd,130,278
51303534775,bag,274,248
51303559163,dga,135,197
51303581626,fbc,29,225
51303595684,adf,71,270
51303616253,bcd,30,234
51303664202,ede,16,119
51303764739,fee,5,241
51303771435,ebf,19,321
51303780820,efg,138,152
51303785333,beb,292,90
51303795929,gad,30,216
51303844722,ddf,153,165
51303863009,dgd,37,239
51303883377,gcf,5,195
51303899240,fdg,263,139
51303910173,bfa,55,204
51303911286,bfd,273,107
51303938610,edc,206,60
51303962957,eef,277,137
51303965970,dee,239,178
51303967941,eaa,117,64
51303976222,bgc,168,293
51303983175,dff,261,97
51304014071,ege,176,161
51304016550,bgd,138,158
51304022997,gae,220,27
51304042186,agc,171,53
51304071425,eff,257,138
51304128518,eeg,146,220
51304132214,cea,108,33
51304147674,bbc,88,287
51304166571,fdd,157,23
51304192831,bea,261,184
51304195238,cbg,63,54
51304201929,bca,299,147
51304211371,dfc,18,30
51304218845,dcc,228,250
51304222953,afa,45,49
51304240036,ebc,193,23
51304258163,ebd,112,18
51304279025,ddd,210,223
51304341483,cad,6,107
51304347965,ecf,93,51
51304353126,eec,190,235
51304356564,agd,174,157
51304357133,cbe,26,128
51304358262,gff,261,212
51304359834,bac,45,171
51304362663,ccg,256,254
51304389688,beb,5,90
51304391704,ggb,139,104
51304406893,cfd,150,23
51304414974,baa,130,32
51304415086,ccb,139,271
51304439709,ged,115,137
51304441348,ceb,126,268
51304447903,dad,227,211
51304467355,abf,206,213
51304489530,ffa,287,15
51304498431,bdg,86,33
51304510316,fcf,239,241
51304517188,cbb,207,35
51304526589,ccg,113,205
51304564608,ceg,157,26
51304611417,fcd,77,41
51304625411,daf,86,262
51304679061,bgg,185,91
51304682604,cec,96,24
51304701895,dce,246,121
51304708426,dcf,25,183
51304749292,dfa,77,34
51304768146,fee,25,209
51304779212,gbb,37,173
51304803900,bef,296,308
51304810440,dda,142,48
51304814574,dcc,194,287
51304820361,cdd,53,153
51304824369,def,37,175
51304826620,fbd,189,88
51304884716,cfd,79,24
51304936560,bfd,49,127
51304937932,dbd,96,138
51304951935,ecg,7,204
51304969104,gfa,87,14
51304974922,acg,205,198
51304986969,bdg,161,38
51304990642,egb,91,173
51305026012,egf,213,108
51305032246,bgd,226,150
51305057321,gad,160,207
51305066501,efe,160,81
51305120970,agc,40,43
51305125376,efd,203,201
51305144096,cgc,68,232
51305151174,cgg,258,277
51305154891,fde,7,140
51305183955,bcb,291,262
51305188607,eba,20,49
51305196140,cea,133,28
51305205502,fgb,158,12
51305205810,gcg,230,206
51305220624,ffe,295,95
51305229686,fae,299,285
51305234331,eed,246,123
51305245329,cfa,45,123
51305288011,dfg,56,278
51305306009,abe,115,138
51305313466,fgg,141,38
51305315857,cde,7,216
51305374979,bcg,181,11
51305387157,efg,187,161
51305387840,aec,182,273
51305389872,ccb,33,311
51305421216,cce,185,299
51305473308,dfe,209,117
51305477618,caa,201,183
51305487887,cba,248,296
51305494631,gcb,58,171
51305497002,gce,82,206
51305513072,fbg,147,209
51305526131,ggg,233,7
51305541275,bbg,180,290
51305542939,gfe,98,92
51305624006,bag,147,287
51305629434,gba,246,182
51305687381,dge,82,201
51305688603,fdc,50,287
51305733701,gbb,7,162
51305739265,dfd,282,271
51305741183,bbb,117,82
51305744174,ceb,56,305
51305781701,abb,171,29
51305825890,aad,84,212
51305849626,bdb,90,260
51305850434,gbd,195,171
51305864004,cfg,188,133
51305898182,aae,6,148
51305921247,eag,56,246
51305938056,cfc,172,59
51305943846,ced,92,246
51305956902,dcd,238,130
51305974925,fae,292,242
51305978002,ecb,3,120
51305990441,fea,55,231
51305990483,aae,84,168
51306009600,dgc,290,271
51306037611,aab,148,56
51306046261,caf,214,85
51306047417,gag,275,205
51306112813,aae,113,184
51306113190,afa,37,45
51306118830,bab,209,30
51306127187,bag,43,272
51306133054,aba,97,114
51306137518,fag,182,69
51306149891,cag,291,109
51306195969,eda,203,248
51306213426,bea,97,217
51306264482,ffg,188,223
51306270463,ece,191,84
51306303848,fgd,36,198
51306320362,aff,254,59
51306338517,faf,75,256
51306354187,adc,260,52
51306358517,eec,233,223
51306393081,aeb,98,67
51306399688,dde,120,210
51306405899,ceb,21,250
51306502642,ecg,278,183
51306504976,aad,70,178
51306516125,edf,59,53
51306521070,dca,271,280
51306527749,bbf,239,80
51306542862,bdc,187,126
51306543671,fgg,194,32
51306559814,cdf,60,8
51306563492,cdb,2,244
51306574811,dcb,44,84
51306594921,bgg,57,106
51306612067,aab,286,54
51306618315,eac,107,27
51306622476,ced,266,241
51306626253,bce,204,112
51306631696,aad,296,170
51306652250,egd,293,123
51306696350,fae,103,200
51306711203,beg,60,196
51306732057,agf,253,268
51306761543,fbf,249,207
51306789746,dcg,113,138
51306814099,dbb,266,230
51306822011,dea,7,134
51306836809,dbc,153,189
51306850942,gaf,234,67
51306856515,bdd,265,180
51306877452,cda,87,140
51306879676,abg,224,258
51306887588,ffc,199,294
51306899322,aef,2,82
51306908735,gbe,110,7
51306913507,cdg,79,103
51306936822,cac,239,164
51306937483,faa,184,76
51306943302,age,198,185
51306951340,bcb,117,272
51306956506,abd,137,78
51307019867,eeb,196,160
51307046560,eca,22,44
51307047311,abd,134,67
51307050846,ffd,139,116
51307069661,edg,289,201
51307074165,afg,57,130
51307104751,dag,124,28
51307105744,abd,77,58
51307120157,ebe,135,287
51307158363,dce,297,141
51307175716,adc,286,44
51307182766,gga,234,293
51307198133,bfb,212,235
51307251978,gag,159,233
51307253299,fba,222,193
51307255717,aae,92,196
51307265086,dcg,170,144
51307285662,bff,172,65
51307310838,ede,230,97
51307334046,ffb,40,243
51307341395,add,22,86
51307351474,feg,273,103
51307352922,cae,78,130
51307359439,gfg,221,43
51307382923,egg,160,144
51307394568,eda,53,233
51307396630,adg,211,24
51307397608,gaf,173,79
51307418951,gag,118,191
51307422312,cfb,85,8
51307428682,gfd,290,213
51307441590,egc,232,193
51307448863,daa,227,50
51307461592,dbe,220,95
51307472901,afb,120,113
51307501234,fgd,91,233
51307509515,bfc,33,284
51307515486,gcf,294,189
51307548341,fdf,125,36
51307551013,afb,276,113
51307564977,ecc,107,33
51307570852,egc,97,183
51307612346,cbg,64,45
51307612731,ffb,258,255
51307638663,age,184,210
51307648911,deb,273,86
51307650434,gab,168,172
51307675214,gae,156,29
51307700895,fff,215,5
51307716269,fca,42,205
51307729997,ceb,94,252
51307755396,dca,135,288
51307757252,ddg,248,156
51307760228,ded,277,90
51307762482,eed,183,136
51307768063,bbd,126,190
51307781550,dgb,33,76
51307810789,ddc,243,163
51307819494,aga,26,239
51307827551,fae,161,224
51307836253,egb,73,192
51307862821,afc,226,222
51307883895,ggd,173,218
51307904677,fac,298,33
51307907539,adf,100,283
51307961977,eee,93,30
51307970521,cdb,42,234
51307971734,ggc,249,222
51308005383,aba,128,109
51308017994,eaa,81,59
51308035523,fec,272,137
51308038867,ffb,89,234
51308053294,gdf,297,172
51308061709,ada,136,266
51308071393,dab,180,259
51308079727,fga,99,97
51308084153,cee,152,47
51308092926,bfa,154,204
51308116622,fab,225,222
51308171717,dgf,279,180
51308196322,gfb,62,85
51308197731,bae,107,193
51308198859,ddf,206,186
51308202348,ebb,214,293
51308211749,dbe,32,103
51308227005,adb,11,22
51308231846,bgf,180,54
51308255461,gcb,40,162
51308255715,cbb,120,29
51308299256,dgg,148,126
51308322746,cca,52,290
51308325137,def,299,150
51308340963,gff,200,201
51308362633,gcd,21,305
51308377440,gff,80,231
51308379615,efa,277,201
51308402948,baf,202,274
51308409506,ccf,192,177
51308440166,aac,40,168
51308455465,fee,104,196
51308455651,ddc,1,146
51308455792,dga,127,232
51308457193,gbf,115,245
51308474466,acb,120,242
51308477961,afd,177,228
51308479002,geg,82,221
51308482331,fae,234,217
51308487129,gdg,64,84
51308523260,bba,39,118
51308575935,bda,220,285
51308588236,baa,43,33
51308589008,ecd,202,187
51308593439,cga,75,215
51308595826,acc,127,49
51308605806,dce,196,156
51308645639,fbe,128,61
51308658644,fcg,120,209
51308674193,aff,54,59
51308677422,gcf,203,194
51308684384,cgb,172,218
51308684871,agb,76,265
51308699906,efa,290,180
51308705599,cgd,35,246
51308737322,cge,141,216
51308737713,fgg,60,25
51308755351,gee,278,273
51308783560,bca,252,160
51308805100,gfc,130,130
51308806740,gea,191,73
51308828585,acf,117,194
51308830842,cff,275,67
51308833486,cef,28,236
51308834451,abc,169,292
51308844230,acd,245,130
51308847217,ccd,275,197
51308855976,ega,87,202
51308897311,aaa,6,135
51308936941,dae,154,144
51308947290,bec,176,118
51308953553,cfd,60,20
51308961405,aee,191,138
51308974012,cff,94,70
51308981946,ebg,245,152
51308982261,ced,93,243
51309005171,feb,199,282
51309005652,fed,165,204
51309025616,fdb,228,199
51309026639,cdc,111,210
51309035202,cab,76,193
51309039090,fcc,149,261
51309050120,fdc,175,266
51309052676,fda,285,227
51309061003,cfg,184,127
51309080243,faa,145,87
51309084458,cbf,70,271
51309117830,ggf,278,125
51309126438,fbc,126,252
51309138475,dec,137,139
51309143127,gce,196,185
51309160934,gda,246,187
51309175751,fcb,149,158
51309192272,gdb,20,111
51309209059,dae,106,136
51309239210,efb,239,246
51309244558,fce,187,160
51309250460,beg,287,227
51309251814,agg,71,285
51309256014,bge,84,260
51309261933,dbf,257,23
51309263039,ebd,161,18
51309266411,bfg,67,213
51309272212,ddb,110,49
51309274141,gca,23,158
51309279318,fbg,289,190
51309354883,fgc,152,22
51309367651,gcg,5,228
51309386270,bgb,29,292
51309386627,gaa,145,298
51309390797,ace,153,48
51309400256,aed,61,61
51309413160,efb,126,233
51309417544,gef,61,190
51309425670,gac,4,128
51309445066,bcd,114,187
51309447089,cfe,111,165
51309472536,aea,78,275
51309481690,geb,92,177
51309499052,eaf,158,92
51309499126,ade,274,218
51309521502,beb,145,87
51309522039,ccd,72,181
51309526538,bad,19,157
51309539206,bbe,210,105
51309553283,afa,193,50
51309562739,aec,156,316
51309568033,ebb,155,313
51309614955,efc,281,77
51309621735,ggg,79,8
51309630623,dbd,221,118
51309638641,aag,209,278
51309647209,abb,52,26
51309659938,fdc,9,218
51309663708,bga,173,208
51309669925,fge,217,83
51309680851,gbg,193,24
51309703773,dbg,231,116
51309714918,gba,243,200
51309716873,bde,278,198
51309721112,ecc,208,35
51309724496,caf,226,79
51309741988,cbd,109,22
51309756619,eag,284,246
51309768742,ccc,268,69
51309770261,eaf,236,87
51309778297,bdf,234,150
51309792459,afe,23,232
51309794725,fdb,214,212
51309797893,deg,78,120
51309818976,aeg,69,152
51309822946,fbb,71,7
51309824370,eab,63,255
51309833574,eee,103,35
51309834930,cgf,39,184
51309840160,fad,18,81
51309906886,gcc,286,133
51309932594,def,160,157
51309947495,fff,106,5
51309963736,bed,284,9
51309963857,bee,159,170
51309964529,cga,284,251
51309988415,cad,127,110
51310006665,bec,292,95
51310042059,eag,292,292
51310049865,bba,168,94
51310081943,cba,185,251
51310095569,gba,281,164
51310116112,ggd,71,224
51310121836,fea,263,184
51310132891,eea,110,202
51310148166,fag,253,73
51310163045,dad,277,189
51310199935,bfa,279,181
51310204319,baa,4,29
51310219294,bfe,138,197
51310223639,bag,257,315
51310224399,fcd,150,37
51310231388,bdd,299,163
51310244478,abe,18,161
51310253632,cec,52,27
51310269542,dbe,270,92
51310269755,dfg,25,278
51310272519,fgf,268,57
51310289541,gdd,264,220
51310317252,fef,229,8
51310324513,dcf,180,212
51310382941,gbc,125,233
51310418084,afb,121,125
51310429444,bcf,51,151
51310460271,eca,121,36
51310461186,ccc,57,59
51310466030,bbc,42,309
51310468806,cbg,287,49
51310482411,fbd,198,100
51310496606,abd,223,60
51310506565,edd,167,219
51310547822,cce,195,251
51310551109,gab,102,190
51310551877,bdb,171,306
51310555976,cef,196,228
51310574180,eed,25,142
51310575281,gca,76,184
51310600119,gbd,225,201
51310602117,abc,32,327
51310614407,eaa,209,56
51310667621,egg,182,133
51310734543,fde,147,155
51310740197,dbd,84,140
51310763493,bcb,278,239
51310774222,aea,243,222
51310784342,abb,70,27
51310795857,dfa,205,28
51310817397,fga,51,85
51310819076,edb,1,164
51310824948,aae,195,192
51310850579,cdg,245,112
51310875230,eae,221,221
51310877047,dac,124,5
51310893918,dff,52,89
51310899254,ecf,65,44
51310904756,dgf,99,174
51310917150,acf,234,205
51310941073,ffb,107,226
51310983584,ded,107,73
51311019330,efb,269,246
51311059756,fba,251,208
51311066635,caf,67,64
51311077181,adc,137,38
51311087735,eef,174,130
51311102116,bfe,268,232
51311107796,dgf,190,196
51311115284,cda,247,147
51311184236,ggg,74,7
51311188759,gec,92,241
51311230852,gge,173,134
51311262442,fdd,30,19
51311278275,acb,117,196
51311330012,gee,239,264
51311340455,bfb,201,237
51311356547,ecd,186,187
51311359961,bbe,281,114
51311366221,cfc,18,47
51311375651,gdc,25,174
51311376898,dbe,26,95
51311397579,ebc,176,24
51311406448,dcc,212,307
51311414536,fad,149,83
51311429990,def,72,163
51311465060,dad,240,160
51311472541,fag,294,81
51311489007,cbe,5,140
51311512746,aaf,93,139
51311524878,gga,127,307
51311551317,dcd,219,110
51311560334,cef,73,253
51311563957,fcg,104,225
51311564254,ddd,50,251
51311586387,aag,174,236
51311603446,ccd,170,159
51311623484,ade,109,191
51311623683,fbd,124,115
51311630263,dfb,248,182
51311654228,eec,22,227
51311704605,fbf,239,235
51311726784,aad,241,163
51311737771,eec,27,231
51311740302,efd,70,229
51311773521,gea,84,73
51311822846,ccg,139,196
51311834242,fcf,221,243
51311851255,beg,199,199
51311858125,bae,74,227
51311863251,dca,1,308
51311873653,cag,225,112
51311887097,gad,153,186
51311896952,bgd,294,169
51311901431,cce,298,261
51311909427,ddf,196,154
51311909763,fff,58,5
51311918078,bae,286,220
51311933008,abc,144,362
51311934782,faf,232,209
51311947885,dfg,272,252
51311951242,bdd,126,130
51311954430,bgc,64,290
51311964060,dee,97,156
51312026298,gbe,202,8
51312028934,bef,133,304
51312050334,acc,1,39
51312075013,cee,9,39
51312081027,aga,223,284
51312092911,cdd,240,140
51312121754,def,157,172
51312122372,gbf,187,220
51312148333,ege,211,136
51312200241,afa,78,51
51312223561,daf,292,241
51312241745,ggb,122,123
51312244301,ceb,184,216
51312265029,ede,269,88
51312279772,ada,110,276
51312282405,bbd,197,224
51312295125,bcb,53,258
51312322305,ggc,65,244
51312350301,bac,76,145
51312354220,baf,30,219
51312365209,bcc,134,187
51312365278,fec,128,163
51312374797,ecb,128,142
51312377849,dfd,201,254
51312383153,fbd,193,102
51312391594,gde,168,133
51312397135,fad,225,90
51312412379,dfc,94,27
51312417795,acg,132,209
51312418097,efd,261,247
51312439683,dec,33,144
51312439684,aca,54,101
51312462078,dgg,21,110
51312480374,ead,244,202
51312488202,efa,235,183
51312502586,cec,85,22
51312527885,gab,114,201
51312528005,gba,118,182
51312538282,dda,119,46
51312565407,cec,13,19
51312590135,eff,166,150
51312629948,ffc,23,338
51312630398,ccb,10,292
51312669165,cbc,119,318
51312679380,cfb,108,8
51312679736,ffe,117,93
51312715667,edf,216,60
51312739131,bdg,146,37
51312747332,fgb,100,9
51312754649,aad,169,141
51312796543,caf,215,59
51312800485,ddg,65,177
51312808706,bga,272,183
51312823682,fcf,128,240
51312828543,bce,288,109
51312855472,ffe,238,93
51312866697,cbe,57,124
51312886646,ccf,258,203
51312893558,fdg,124,155
51312936646,ecc,220,41
51312937264,cgc,129,213
51312972177,bdf,190,139
51312974111,gee,136,211
51312988855,dba,70,83
51313005296,egf,183,111
51313008639,cad,173,113
51313038949,beg,245,200
51313050815,dbb,24,195
51313065489,gfg,252,40
51313066733,aaf,76,161
51313067666,ecg,81,217
51313072087,dba,165,95
51313082941,fac,237,29
51313092747,cfg,16,139
51313095222,fbf,282,211
51313107823,ged,148,117
51313117545,fce,173,132
51313140663,abf,48,170
51313148584,cce,33,266
51313155124,dgg,166,127
51313157737,bfg,176,238
51313164929,dba,119,101
51313168430,caf,297,63
51313192865,cbb,223,33
51313196779,ccf,74,203
51313196783,faf,218,242
51313200486,bbf,47,65
51313207482,abe,283,148
51313217077,cfe,219,140
51313223085,bfg,270,264
51313240279,ebe,113,252
51313267007,dfe,242,115
51313269576,dba,169,116
51313290998,ceg,46,29
51313293941,efe,57,90
51313297366,ggf,92,145
51313304097,cde,4,216
51313310267,cbd,182,20
51313346467,gbf,178,198
51313364330,cfa,144,103
51313364484,cgd,138,206
51313374810,acd,298,120
51313377202,add,114,93
51313416841,aef,251,86
51313440741,fee,31,223
51313474220,fcg,299,234
51313474288,bad,125,138
51313489259,gff,117,267
51313505731,dga,76,273
51313505941,gcd,42,301
51313525851,add,73,87
51313550667,agd,297,135
51313558929,bfd,149,107
51313562057,gec,91,197
51313580198,bcd,80,188
51313586809,gfb,62,69
51313600371,afb,233,137
51313605041,bcg,170,12
51313609075,dgd,286,224
51313615969,ffa,210,12
51313626863,cge,84,211
51313627781,deb,219,91
51313634031,bdb,253,299
51313634856,dbg,104,121
51313640578,fgc,222,23
51313669856,bbg,222,261
51313701818,ebf,233,298
51313714315,eeg,213,259
51313724074,aff,214,70
51313761291,beg,210,231
51313763502,afa,286,45
51313802393,ceb,173,187
51313806245,aff,29,76
51313807875,bbe,45,127
51313808369,cgg,34,277
51313810086,edc,172,64
51313829618,feg,257,117
51313860809,bad,194,126
51313871082,fed,21,177
51313879408,dad,20,158
51313918199,cgc,60,244
51313924556,bad,222,142
51313926123,cdc,224,228
51313926728,eaf,20,78
51313947042,ebg,100,148
51313988085,cfd,14,22
51313993702,egd,240,109
51314007126,agb,249,249
51314034493,age,68,245
51314055206,cbd,261,20
51314058350,cea,162,23
51314103892,dge,193,239
51314132628,cbb,269,29
51314139043,aba,267,91
51314143349,dcg,254,131
51314162349,cac,82,167
51314206677,dde,79,247
51314241323,ada,82,303
51314254133,acb,136,158
51314266738,gee,209,244
51314271993,gac,82,134
51314305112,aeg,16,130
51314317433,acb,137,148
51314320807,ddc,258,166
51314352817,dag,216,29
51314372786,aff,177,71
51314376912,efg,238,132
51314386631,ece,71,73
51314390887,fda,74,240
51314395107,gec,118,232
51314405425,bbb,194,85
51314459010,eac,197,27
51314473930,gfa,280,12
51314499991,ega,61,226
51314510216,bab,245,24
51314537229,bff,161,67
51314546754,ffd,31,93
51314577349,agc,110,46
51314579304,caa,203,212
51314602740,aca,122,108
51314608076,gfb,82,56
51314653191,afg,73,123
51314661441,adg,223,28
51314664510,gcg,161,262
51314666672,afc,49,215
51314683354,bff,245,68
51314685020,gdc,279,170
51314689992,fgg,45,27
51314763491,eba,117,54
51314811404,bge,261,262
51314813810,gee,297,283
51314816139,aea,68,224
51314825199,bab,297,26
51314837560,aad,7,157
51314847511,dca,48,323
51314885025,ccf,172,213
51314886099,fgf,144,63
51314897473,ead,109,191
51314918865,cdb,171,234
51314931664,dfd,168,294
51314932791,gcb,92,150
51314935231,bgd,259,175
51314939741,egd,140,110
51314977749,edg,77,176
51314993152,dec,294,171
51315016933,cef,12,265
51315022344,bga,235,217
51315031409,eff,224,178
51315041938,aaa,88,156
51315047183,ccg,61,164
51315072293,gda,199,162
51315074048,bad,21,150
51315077453,bge,160,259
51315092461,gdb,107,124
51315119292,bde,234,201
51315125214,abb,11,26
51315127706,adc,4,39
51315129654,gcf,123,209
51315143799,gfe,62,86
51315146558,dde,40,200
51315200565,bef,276,243
51315201616,dgb,195,75
51315225333,gbb,216,186
51315226293,agf,3,292
51315258856,bca,272,144
51315269517,ecf,265,48
51315297101,egd,28,121
51315336853,daf,221,243
51315343516,cfa,144,100
51315344640,gff,88,216
51315349538,ded,50,60
51315372141,acf,101,184
51315415560,cgf,288,184
51315416298,bee,170,147
51315425867,gbe,148,6
51315439507,bgf,264,55
51315448344,gaf,156,71
51315477320,edd,22,234
51315491300,aeb,199,76
51315497572,gae,81,34
51315506363,dea,176,147
51315526815,aeb,184,81
51315530018,gfd,270,249
51315540543,gga,109,365
51315547457,bea,295,221
51315554425,aaf,207,128
51315555031,ebc,79,19
51315562448,abg,68,229
51315562831,ace,140,50
51315588053,cgb,280,226
51315600363,gde,149,127
51315615325,ddf,136,130
51315636853,ede,280,81
51315679246,dce,288,165
51315679321,bcd,184,221
51315682688,gdc,281,171
51315693883,cae,172,122
51315694492,dgc,281,308
51315698581,acc,118,46
51315700629,aab,159,64
51315708143,cdf,5,6
51315723431,efe,146,103
51315723500,dbc,140,164
51315728138,fbb,265,7
51315739626,gad,147,161
51315745229,aee,139,114
51315763965,fbd,271,114
51315771067,egf,113,123
51315777964,fdg,48,176
51315785854,acf,198,167
51315790975,beb,48,82
51315795610,aeb,174,76
51315805705,fef,276,9
51315823977,bdb,295,275
51315831372,bba,79,98
51315833981,fcc,121,310
51315837659,cbf,146,222
51315850818,ada,213,351
51315860399,ffb,230,241
51315890632,ced,185,233
51315909885,afd,26,269
51315912234,bge,174,279
51315928301,ege,138,145
51315934345,dff,162,83
51315950237,gbg,160,28
51315989960,aae,250,215
51316012830,ebb,98,281
51316020352,ffg,241,178
51316034930,fee,230,202
51316043510,cgb,180,203
51316047946,bcf,242,122
51316073740,ded,254,63
51316075303,cfc,9,50
51316082860,fba,73,241
51316085355,gdc,217,177
51316088356,dgg,145,110
51316092726,dae,122,142
51316112069,acd,182,121
51316141041,fcd,135,38
51316153330,fdf,142,33
51316161050,efc,185,80
51316177824,ggg,165,7
51316178263,add,50,103
51316198367,fgc,101,26
51316203353,fca,26,219
51316216514,deg,19,129
51316240019,egd,211,121
51316240109,fae,179,186
51316241180,bgb,66,341
51316265939,gfc,217,123
51316267065,cad,94,122
51316296062,gce,105,179
51316298064,bdc,158,108
51316315545,ega,271,194
51316316962,eae,246,223
51316328431,dcb,68,68
51316344779,abf,163,200
51316374469,gab,119,180
51316378175,fga,258,84
51316392554,fbe,274,51
51316428289,fcc,190,285
51316441917,eea,230,191
51316484121,eda,269,251
51316496722,bgg,121,85
51316519201,dfa,95,32
51316528082,age,4,259
51316539816,bga,192,225
51316559547,egb,20,207
51316572513,cdg,2,89
51316576883,eec,9,219
51316588882,cbf,45,182
51316592669,gag,171,187
51316593191,dag,209,24
51316608620,fab,282,208
51316630975,cce,285,260
51316638238,fdc,98,248
51316639388,bda,28,276
51316646339,ffd,229,108
51316649962,dab,75,230
51316666981,bbe,231,129
51316705353,eab,46,242
51316718179,aea,38,219
51316718733,dcf,243,195
51316728534,egg,90,139
51316736844,bcc,215,218
51316757879,eee,209,30
51316762940,bba,48,80
51316765561,eeb,72,160
51316773468,gcf,215,209
51316790785,bbb,162,97
51316798007,fgd,84,195
51316876205,bgg,228,75
51316898987,cbe,37,146
51316913557,bcd,179,256
51316920032,eed,252,147
51316930280,bcb,128,214
51316936192,afe,162,257
51316951095,egc,125,168
51316977960,baf,97,192
51317039936,gea,20,59
51317053789,agd,165,124
51317058450,fea,106,167
51317062171,dgb,239,75
51317069290,gba,88,187
51317091344,cca,4,281
51317121424,acc,2,44
51317141943,dea,174,167
51317168905,bga,32,189
51317209300,ecd,124,194
51317209991,gbb,95,176
51317214936,eed,230,133
51317217607,dcc,150,359
51317233553,gdf,62,168
51317248727,daa,256,48
51317272590,cad,195,125
51317295702,eec,30,216
51317299638,afe,104,285
51317306435,bae,111,222
51317307831,gfa,192,12
51317311312,eaa,242,59
51317327642,ffb,25,284
51317329501,dcb,254,75
51317359147,gbd,74,174
51317366016,eef,225,148
51317395278,eda,147,281
51317396608,cac,63,160
51317428500,aac,218,171
51317459798,bbf,123,60
51317497105,fga,208,94
51317497301,bfc,173,269
51317554652,fbe,14,43
51317576085,bfb,76,213
51317610414,ccb,36,233
51317639217,cdg,211,99
51317644913,geg,131,194
51317657488,bfg,64,256
51317666282,ddb,28,54
51317673907,efd,55,266
51317682080,cce,242,208
51317690390,fff,54,5
51317697943,dfc,54,29
51317699855,cec,155,22
51317714262,cfb,161,7
51317736867,dee,260,134
51317736996,adf,218,234
51317753099,gef,167,210
51317773763,adf,198,266
51317780422,faa,98,73
51317796147,gge,129,111
51317806758,gbe,279,5
51317835283,ccc,160,66
51317841922,ccd,47,157
51317903881,gfa,213,13
51317906632,bbe,101,147
51317916685,bee,34,129
51317922189,adb,163,19
51317944050,dda,59,48
51317964503,afc,48,219
51317970142,gbc,25,253
51318015421,dfg,222,201
51318049629,gef,42,233
51318073109,bbc,74,330
